   4   5       57.5182   4   6       128.859   4   7       67.1407   5   5       115.791   5   6       118.491   5   7       50.2602   6   5       50.5955   6   6       95.7776   6   7       69.0133
   6   4       43.3672   6   5        83.636   6   6       60.6776   7   4       112.577   7   5       141.704   7   6       84.2142   8   4       58.6328   8   5       83.5998   8   6       48.8568
   4   5       54.2454   4   6       90.9433   4   7       47.8133   5   5       85.2611   5   6       161.212   5   7       97.4348   6   5       49.7588   6   6       93.7477   6   7       75.8286
   6   4       55.4971   6   5       93.8638   6   6       28.7667   7   4        107.68   7   5       158.006   7   6       92.1658   8   4       66.9225   8   5       126.984   8   6       53.9563
   6   5       79.5471   6   6       82.4126   6   7       51.1747   7   5        136.51   7   6       130.411   7   7        130.04   8   5       74.7458   8   6       89.2853   8   7       54.9864
   5   5       55.3431   5   6       95.6379   5   7       67.9059   6   5       106.957   6   6       161.888   6   7       122.698   7   5        58.712   7   6       111.039   7   7       40.1077
   4   4       62.4901   4   5       94.9956   4   6       52.2162   5   4        69.881   5   5       213.794   5   6       104.605   6   4        76.407   6   5       109.786   6   6       51.6579
   5   5       48.7956   5   6       111.475   5   7       49.1407   6   5        94.883   6   6        206.78   6   7       104.212   7   5       97.6427   7   6       131.302   7   7       79.1158
   4   5       46.2524   4   6       102.891   4   7       63.8788   5   5       51.2199   5   6       139.614   5   7       54.7956   6   5       46.8241   6   6       87.6076   6   7       48.9762
   5   5       53.9254   5   6       64.2991   5   7       47.4822   6   5       96.6013   6   6       195.943   6   7       132.779   7   5       59.8637   7   6       100.031   7   7       73.5187
   5   5       53.0355   5   6       105.478   5   7       82.1726   6   5       138.036   6   6       147.343   6   7       82.1627   7   5       43.5526   7   6       69.7221   7   7       54.0711
   4   5        42.956   4   6       76.2937   4   7       56.8663   5   5       100.024   5   6       233.478   5   7       103.322   6   5        62.899   6   6       82.6103   6   7       78.7704
   5   4       80.8242   5   5       104.401   5   6        46.823   6   4       102.054   6   5        148.46   6   6       114.049   7   4       73.9568   7   5       111.867   7   6       53.9164
   5   5       51.1205   5   6       86.1953   5   7       67.4981   6   5       100.259   6   6       144.668   6   7       105.975   7   5        53.076   7   6       97.3235   7   7       64.4611
   4   6       50.8016   4   7       84.0798   4   8       79.2259   5   6       125.756   5   7       170.038   5   8       95.0238   6   6       56.4868   6   7       49.8932   6   8       47.2943
   4   4       58.0635   4   5       93.9452   4   6       59.9193   5   4       109.941   5   5        137.71   5   6       95.4164   6   4       56.6982   6   5       96.7801   6   6       74.5129
   5   4       69.8977   5   5        75.975   5   6       65.6984   6   4       102.739   6   5       168.177   6   6       110.323   7   4        55.902   7   5       100.124   7   6       70.1663
   5   4       50.4142   5   5       71.0247   5   6       69.6535   6   4       89.9575   6   5       128.692   6   6       120.854   7   4       38.9537   7   5       118.999   7   6       59.1357
   5   5        84.591   5   6       124.121   5   7       55.9574   6   5       86.5189   6   6       114.039   6   7       81.3969   7   5        57.608   7   6       80.2815   7   7       73.1428
   5   4       52.5665   5   5       81.5318   5   6       64.6434   6   4       136.152   6   5       187.203   6   6       90.3748   7   4       62.4867   7   5       92.9131   7   6       54.2491
   5   5       64.9411   5   6       97.9901   5   7       56.9427   6   5       87.8104   6   6       112.334   6   7       109.146   7   5       66.5924   7   6        63.828   7   7       50.2975
   4   4       67.3625   4   5       121.639   4   6       67.5802   5   4       116.516   5   5       138.058   5   6       108.995   6   4       68.3618   6   5       111.486   6   6       55.1399
   7   5       70.1744   7   6       67.7644   7   7       78.1184   8   5       68.3294   8   6       119.023   8   7       92.3424   9   5       36.1686   9   6       94.1653   9   7       29.1992
   5   5       55.8217   5   6       102.802   5   7         57.29   6   5       99.4153   6   6       138.542   6   7       94.0113   7   5       65.6424   7   6       99.2638   7   7       63.9073
   3   4       58.3319   3   5       120.052   3   6       27.0926   4   4       72.6732   4   5       107.215   4   6       117.165   5   4       51.2662   5   5       89.6361   5   6       50.7997
   4   6       35.9452   4   7       104.022   4   8       53.7241   5   6       115.255   5   7       213.148   5   8       72.6558   6   6       48.5036   6   7       119.043   6   8       57.0332
   5   4       71.4715   5   5        89.084   5   6       54.1542   6   4        90.432   6   5       152.507   6   6       102.764   7   4       60.5841   7   5       85.9754   7   6       52.0229
   5   5       45.2407   5   6        104.27   5   7       58.2907   6   5       119.955   6   6       150.875   6   7       94.2439   7   5        48.998   7   6       107.467   7   7       50.7659
   5   5       64.9916   5   6       78.7154   5   7       81.3908   6   5        102.88   6   6       192.582   6   7       107.251   7   5       59.4132   7   6       119.033   7   7       77.8341
   5   5       57.1166   5   6       98.4405   5   7        51.492   6   5       112.309   6   6       144.394   6   7       112.997   7   5       51.1426   7   6       76.7817   7   7       47.5488
   4   5       68.3292   4   6       93.9729   4   7        40.885   5   5        109.58   5   6       158.882   5   7       101.289   6   5       71.9401   6   6       123.439   6   7        52.085
   5   4       51.6992   5   5       116.826   5   6       59.8889   6   4       100.702   6   5       132.925   6   6       118.847   7   4       91.7826   7   5       100.008   7   6       66.6532
   5   4       27.4944   5   5       115.937   5   6       47.9419   6   4        77.108   6   5       117.292   6   6       107.039   7   4       47.5372   7   5        107.37   7   6       59.0193
   5   4       51.2726   5   5       91.6357   5   6       62.6461   6   4       104.019   6   5       132.285   6   6       105.262   7   4       57.1642   7   5       98.6265   7   6       60.0254
   5   5       40.3724   5   6       97.1621   5   7       57.8936   6   5       52.8748   6   6         127.1   6   7       100.604   7   5       45.9794   7   6       97.9544   7   7       60.7828
   5   4       85.3299   5   5       109.624   5   6       48.9144   6   4       74.6795   6   5       119.024   6   6       116.947   7   4       84.8761   7   5       94.0492   7   6       71.2981
   6   5       74.6508   6   6       123.694   6   7       55.8419   7   5       109.714   7   6       159.773   7   7       91.2434   8   5        74.199   8   6       96.2875   8   7        62.127
   4   4       73.3094   4   5       93.6198   4   6       61.3846   5   4       108.933   5   5       112.863   5   6       117.355   6   4       49.5613   6   5       95.0517   6   6        68.695
   5   4        53.593   5   5       79.1937   5   6       59.3929   6   4       101.285   6   5       165.996   6   6       128.277   7   4        61.653   7   5       96.2172   7   6       67.2194
   5   5       79.0429   5   6       52.4953   5   7       71.8432   6   5       91.1504   6   6        229.56   6   7       86.4445   7   5       68.2041   7   6       54.4348   7   7        31.137
   4   5       48.6356   4   6       111.912   4   7       60.4898   5   5        95.594   5   6       106.073   5   7       63.2543   6   5       56.2355   6   6       91.5245   6   7       62.8195
   5   5       54.7417   5   6       98.9089   5   7       71.9181   6   5       112.918   6   6       204.727   6   7         82.78   7   5       76.4271   7   6       94.6834   7   7       57.4262
   5   4       57.9216   5   5       112.298   5   6       56.5504   6   4        90.669   6   5       171.469   6   6       87.3953   7   4       63.4953   7   5       96.2854   7   6       66.4403
   4   5       71.2911   4   6       105.304   4   7       60.2648   5   5       93.6675   5   6       196.211   5   7       101.643   6   5       46.7129   6   6       93.3754   6   7       55.3187
   5   4       47.7815   5   5       91.5935   5   6       59.6271   6   4       112.333   6   5       192.369   6   6        61.219   7   4       52.1844   7   5       85.8125   7   6        61.455
   5   5       50.4501   5   6       133.382   5   7       72.5492   6   5       129.941   6   6       129.374   6   7       103.829   7   5       56.9086   7   6       79.4784   7   7       76.9161
   3   4       87.6357   3   5       73.4308   3   6       66.7836   4   4       77.1364   4   5       100.748   4   6       82.6037   5   4       52.1355   5   5        73.933   5   6       87.0791
   4   4       70.8953   4   5       103.422   4   6       71.9263   5   4       110.673   5   5       141.633   5   6       64.9995   6   4       46.4519   6   5        111.61   6   6       44.4001
   5   5       55.1385   5   6       98.6346   5   7       69.7359   6   5       95.6448   6   6       141.106   6   7       87.4285   7   5       60.5615   7   6        87.334   7   7       49.4345
   5   4       47.0914   5   5       119.063   5   6       45.2919   6   4       107.372   6   5       169.485   6   6       121.284   7   4       60.0541   7   5       114.482   7   6       62.9452
   4   4        60.018   4   5       89.0658   4   6       67.6018   5   4       71.6066   5   5       160.311   5   6       146.592   6   4       61.0182   6   5       77.2558   6   6       67.6239
   6   4       57.0788   6   5       103.317   6   6       66.3229   7   4       78.8072   7   5       170.288   7   6       79.3683   8   4       57.4494   8   5       88.5631   8   6       44.4241
   2   4       66.5569   2   5       111.139   2   6       48.0967   3   4       77.4956   3   5       155.151   3   6       85.3404   4   4       67.2567   4   5       115.691   4   6       62.1616
   5   4        81.379   5   5       106.799   5   6       71.7312   6   4       72.0976   6   5       127.436   6   6       105.843   7   4       59.9151   7   5       116.525   7   6       79.9668
   5   4       75.2427   5   5       104.186   5   6       60.2258   6   4       78.9364   6   5       210.889   6   6       133.224   7   4       80.1852   7   5       94.8223   7   6       63.1688
   4   4       50.1451   4   5        92.918   4   6       84.3328   5   4       86.0843   5   5       128.299   5   6       90.8747   6   4       51.7931   6   5        85.145   6   6       60.5104
   6   5       76.6146   6   6        74.363   6   7       69.8408   7   5       100.074   7   6       195.503   7   7       78.3526   8   5       60.3337   8   6        98.013   8   7       45.8536
   4   4       64.7425   4   5       88.0146   4   6       67.6292   5   4       103.794   5   5       158.661   5   6       90.3165   6   4       58.4651   6   5       102.325   6   6        47.926
   5   4       59.5664   5   5       90.6412   5   6       50.7989   6   4       105.393   6   5       229.452   6   6       83.0645   7   4       62.0961   7   5       146.103   7   6       64.1988
   5   4       48.5388   5   5       79.2433   5   6        48.473   6   4       75.2844   6   5       152.153   6   6       82.5471   7   4       53.5035   7   5       115.455   7   6       43.4547
   5   4        45.965   5   5       81.2594   5   6       69.7319   6   4       109.283   6   5       203.751   6   6       85.8547   7   4       42.6367   7   5       54.2853   7   6       32.7382
   4   4       66.3423   4   5       86.9416   4   6       67.8437   5   4       92.9846   5   5       190.646   5   6       81.0888   6   4       61.8245   6   5       109.858   6   6       76.7793
   4   4       59.3357   4   5       101.784   4   6       59.7183   5   4       98.0531   5   5       159.189   5   6       61.0603   6   4       39.0784   6   5       118.343   6   6       63.9549
   5   5       59.2969   5   6       65.7657   5   7       47.5099   6   5       125.234   6   6       200.418   6   7       94.7962   7   5       72.3224   7   6       62.2402   7   7       57.3777
   5   3       61.5457   5   4       92.8545   5   5        66.873   6   3       105.561   6   4       182.791   6   5       98.1879   7   3       51.8501   7   4       102.963   7   5       58.7046
   5   5        60.851   5   6       73.9509   5   7       67.8299   6   5       106.842   6   6        184.78   6   7       87.3616   7   5       78.1245   7   6       94.5099   7   7       44.6069
   5   4       31.5289   5   5       45.1975   5   6       80.3987   6   4       93.7465   6   5       188.572   6   6       79.7661   7   4       46.5145   7   5       97.7505   7   6       55.0399
   4   5       75.8118   4   6         72.31   4   7       42.4249   5   5       131.854   5   6       152.062   5   7       94.5957   6   5       43.2751   6   6       105.495   6   7       59.1523
